datasource,accuracy,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70,Male,Female,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern,Race Gap
laion2b_s32b_b79k,0.6816,0.6482,0.663,0.7172,0.6924,0.6798,0.6696,0.647,0.6604,0.7542,0.6704,0.6941,0.7277,0.7894,0.403,0.6919,0.8432,0.6662,0.6096,0.2729
