,Mode,balanced_accuracy,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70
0,Avg Sum,0.9645883592594416,0.9626003752782537,0.9630416312659303,0.9688957595830991,0.961079431772709,0.9484089259526853,0.9688872295875476,0.9787962652353797,0.75497432605905,0.937059346301965,0.943745532729243,0.9682997096724296,0.9844094410369447,0.9844879364756185,0.9809274193548387,0.975209763539283,0.957471264367816
1,Top 1,0.9645883592594416,0.9626003752782537,0.9630416312659303,0.9688957595830991,0.961079431772709,0.9484089259526853,0.9688872295875476,0.9787962652353797,0.75497432605905,0.937059346301965,0.943745532729243,0.9682997096724296,0.9844094410369447,0.9844879364756185,0.9809274193548387,0.975209763539283,0.957471264367816
