,Mode,balanced_accuracy,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70
0,Avg Sum,0.9595671714355436,0.949110170973043,0.9658500896818654,0.9693576322946262,0.9442376950780311,0.9332504468101639,0.9688698243287227,0.9826167579857616,0.7516581086863501,0.9045488956913861,0.9409671785294321,0.9665424247111598,0.984849687335282,0.9817265601140182,0.9718951612903226,0.9907831172133231,0.9491379310344827
1,Top 1,0.9609099900783671,0.9535747168347427,0.9583604044846485,0.9682090277883286,0.9538915566226491,0.9403779162526473,0.9722333905966349,0.9813215177606323,0.7756739409499358,0.9224745729238669,0.9467169883101612,0.9640072641385957,0.9820127940965068,0.9829227323628219,0.9718951612903226,0.9863971523010424,0.9491379310344827
