,Mode,accuracy,Male,Female,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70
0,Avg Sum,0.956271681577506,0.9316298342541437,0.9839209608678806,0.9490322580645161,0.9621103117505995,0.9654959950708565,0.942756183745583,0.9286632390745502,0.9696569920844327,0.9776674937965261,0.6934673366834171,0.8952802359882006,0.9314140558848434,0.9696969696969697,0.9824034334763948,0.9815225424981523,0.9748743718592965,0.9906542056074766,0.9491525423728814
1,Top 1,0.956271681577506,0.9316298342541437,0.9839209608678806,0.9490322580645161,0.9621103117505995,0.9654959950708565,0.942756183745583,0.9286632390745502,0.9696569920844327,0.9776674937965261,0.6934673366834171,0.8952802359882006,0.9314140558848434,0.9696969696969697,0.9824034334763948,0.9815225424981523,0.9748743718592965,0.9906542056074766,0.9491525423728814
