,Mode,balanced_accuracy,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70
0,Avg Sum,0.964489791795548,0.9510273533559432,0.9646603472881647,0.9725102174144244,0.950360144057623,0.9549792260140235,0.9755012279410101,0.9807065116105707,0.7872807017543859,0.9284256607748264,0.9385937608079131,0.9697387051866306,0.984527738511668,0.9846279140792018,0.9805779569892472,0.9883676582761252,0.9660919540229885
1,Top 1,0.9645798637942807,0.952267736226339,0.9637774112760369,0.9731688418237895,0.9538915566226491,0.9560571917009868,0.9749329462403771,0.9768860188601887,0.7959991442019684,0.9378394391231362,0.9480600516474141,0.9675486060707019,0.9809204142508026,0.9823246462384201,0.979260752688172,0.9791507754894482,0.9660919540229885
