,Mode,balanced_accuracy,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70
0,Avg Sum,0.9622830445499517,0.9535913662692447,0.9650407316707481,0.9694419544508425,0.9494597839135654,0.9400298920546324,0.9721985800789851,0.9850767825860076,0.7816645271715875,0.9184424475823706,0.9449689884946162,0.9672169306188498,0.9838082203268006,0.9815865825104346,0.9739112903225806,0.9907831172133231,0.957471264367816
1,Top 1,0.9620828659712605,0.9568022097129472,0.9586588812812011,0.9700443640893968,0.9533213285314126,0.9437845854213407,0.9715780826018774,0.981969137873197,0.7985130509199829,0.9269378888120865,0.9399829379078186,0.9663282486346275,0.9816826093727539,0.9800213783976381,0.9718951612903226,0.9907831172133231,0.957471264367816
