,Mode,accuracy,Male,Female,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70
0,Avg Sum,0.9613839693262735,0.9466505524861878,0.9779155366137157,0.9535483870967741,0.9649880095923261,0.9698089956869994,0.9484098939929329,0.9389460154241646,0.9722955145118733,0.9842845326716294,0.7487437185929648,0.9129793510324484,0.947502116850127,0.9684848484848485,0.9841201716738197,0.9822616407982262,0.9748743718592965,0.9906542056074766,0.9576271186440678
1,Top 1,0.9613839693262735,0.9499309392265194,0.9742347927160016,0.9567741935483871,0.9587529976019185,0.9704251386321626,0.9526501766784452,0.9428020565552699,0.9716358839050132,0.9809760132340778,0.7788944723618091,0.922566371681416,0.9424216765453006,0.9672727272727273,0.9819742489270387,0.9807834441980784,0.9723618090452262,0.9906542056074766,0.9576271186440678
