,Mode,balanced_accuracy,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70
0,Avg Sum,0.9519072720646629,0.948456680668841,0.9596889732953504,0.9561167747914736,0.929436774709884,0.9294610336897343,0.9588922597073479,0.9751714562600171,0.7385002139495079,0.8948421710937757,0.9111517488644486,0.9612237188106089,0.9787521263596722,0.9823755471851776,0.9775537634408602,0.9747648105771676,0.9491379310344827
1,Top 1,0.9519072720646629,0.948456680668841,0.9596889732953504,0.9561167747914736,0.929436774709884,0.9294610336897343,0.9588922597073479,0.9751714562600171,0.7385002139495079,0.8948421710937757,0.9111517488644486,0.9612237188106089,0.9787521263596722,0.9823755471851776,0.9775537634408602,0.9747648105771676,0.9491379310344827
