,Mode,balanced_accuracy,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70
0,Avg Sum,0.9658499358358253,0.9613167038781527,0.9674118868731294,0.9698757197769641,0.9564275710284114,0.9511550931398727,0.9708270456835828,0.981969137873197,0.7315468549422337,0.9285639050722492,0.9398633303359387,0.9745770022488488,0.9879576165604484,0.9843988598187927,0.9849193548387096,0.9839816933638443,0.9660919540229885
1,Top 1,0.964093849604312,0.9587293817565486,0.9674077220806193,0.965490207994652,0.9562625050020008,0.9517808753676573,0.9695860507293674,0.9789267210853927,0.7265190415062046,0.9297751884401435,0.9406544695764452,0.9710311983151482,0.9849088360726437,0.9840298279547999,0.9839112903225806,0.9815662344266463,0.9660919540229885
