,Mode,balanced_accuracy,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70
0,Avg Sum,0.9649129261646413,0.9523076948691438,0.9661485664784181,0.9725102174144244,0.9474739895958384,0.9587686391344531,0.9748372173168401,0.9794438853479444,0.7938596491228069,0.9270761331095092,0.9395045076202992,0.9717146282260272,0.985340846470842,0.9825537004988293,0.9759274193548386,0.9883676582761252,0.9660919540229885
1,Top 1,0.9637104833772511,0.9522777258870403,0.9651101448792487,0.9725383247998298,0.9498649459783913,0.9531018793306693,0.9728974012208049,0.9794764993104477,0.788831835686778,0.9280109278825581,0.9384741532360332,0.9706206941684614,0.9827749892184581,0.9827827547592385,0.970268817204301,0.9839816933638443,0.9747126436781609
