,Mode,accuracy,Male,Female,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70
0,Avg Sum,0.9640314040533139,0.949585635359116,0.9802402169701666,0.952258064516129,0.9654676258992806,0.9728897104128158,0.9462897526501767,0.9582262210796915,0.974934036939314,0.9793217535153019,0.7638190954773869,0.922566371681416,0.9424216765453006,0.9727272727272728,0.9849785407725322,0.9830007390983001,0.9773869346733668,0.9875389408099688,0.9661016949152542
1,Top 1,0.9630272046740916,0.9518301104972375,0.9755908562572646,0.952258064516129,0.9645083932853717,0.9728897104128158,0.9491166077738515,0.9524421593830334,0.9729551451187335,0.978494623655914,0.7638190954773869,0.9240412979351033,0.9415749364944962,0.9712121212121212,0.9828326180257511,0.983739837398374,0.9736180904522613,0.9844236760124611,0.9745762711864406
