,Mode,balanced_accuracy,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70
0,Avg Sum,0.9587960240152752,0.9567988798260467,0.9627389896768677,0.9625905893435026,0.9485594237695079,0.9350244608931575,0.9675940188568575,0.9776314808602632,0.7747111681643132,0.9265231559198184,0.9321450393119826,0.9626404043168377,0.9788030391968949,0.9841698055583834,0.9768951612903225,0.9795957284515637,0.9488505747126437
1,Top 1,0.9565318487630603,0.9541782588354386,0.952800406483749,0.9573656542943527,0.9499949979991997,0.9402398638985654,0.9690612821757967,0.9775336389727534,0.7946619597774924,0.9290016786807545,0.9400751654331234,0.9586774032340588,0.9721978472854473,0.977769011503614,0.9742204301075269,0.9795957284515637,0.9491379310344827
