,Mode,accuracy,Male,Female,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70
0,Avg Sum,0.9576410443673544,0.9497582872928176,0.9664858581944983,0.9554838709677419,0.9616306954436451,0.9624152803450401,0.9469964664310954,0.9318766066838047,0.9689973614775725,0.978494623655914,0.7487437185929648,0.9233038348082596,0.939034716342083,0.9624242424242424,0.976824034334764,0.9793052475979305,0.9761306532663316,0.9781931464174455,0.9491525423728814
1,Top 1,0.9575497535146978,0.9499309392265194,0.9660984114684231,0.9574193548387097,0.9558752997601918,0.9624152803450401,0.9484098939929329,0.9363753213367609,0.9689973614775725,0.9776674937965261,0.7839195979899497,0.918141592920354,0.9373412362404742,0.9612121212121212,0.9781115879828326,0.9793052475979305,0.9786432160804021,0.9813084112149533,0.940677966101695
