,Mode,balanced_accuracy,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70
0,Avg Sum,0.9581220727436579,0.9555018888783442,0.9611119440696131,0.9620162870903539,0.9477691076430572,0.9322782937059699,0.9689046348463726,0.9788288791978829,0.7665810868635001,0.9274744083473223,0.9364595582301538,0.9627735206977381,0.9766691923427093,0.9795632698768197,0.974260752688172,0.975209763539283,0.9488505747126437
1,Top 1,0.9580146753474712,0.9574357206957466,0.9556907724857148,0.9619881797049483,0.9489645858343337,0.9369018075765116,0.9689568506228472,0.9775662529352567,0.7975502781343603,0.9220598400315987,0.934996887321021,0.9614787965684233,0.9781426697493891,0.9795632698768197,0.9775940860215053,0.9795957284515637,0.9405172413793104
