datasource,Mode,accuracy,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70,Male,Female,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern,Race Gap
laion2b_s34b_b88k,Avg Sum,0.689,0.6382,0.6608,0.718,0.6942,0.7021,0.6948,0.6332,0.6822,0.7288,0.6825,0.6962,0.6858,0.6719,0.4781,0.7336,0.8875,0.7296,0.6468,0.2124
laion2b_s34b_b88k,openAI Aggregation,0.6904,0.6231,0.6571,0.729,0.6945,0.703,0.6984,0.642,0.6791,0.7034,0.6794,0.7028,0.6877,0.6868,0.5243,0.7194,0.885,0.7223,0.5988,0.1649
