datasource,accuracy,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70,Male,Female,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern
laion2b_s34b_b88k,0.6861,0.6231,0.649,0.713,0.6948,0.6966,0.6896,0.6508,0.6791,0.7119,0.6783,0.6947,0.6458,0.7122,0.4288,0.7484,0.8907,0.7579,0.6112
