datasource,Mode,accuracy,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70,Male,Female,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern,Race Gap
laion2b_s32b_b79k,Avg Sum,0.7011,0.6583,0.6822,0.7426,0.7033,0.7,0.7044,0.6734,0.6885,0.7203,0.6927,0.7106,0.7697,0.7679,0.5391,0.6721,0.8785,0.7157,0.5029,0.1894
laion2b_s32b_b79k,openAI Aggregation,0.7019,0.6583,0.6792,0.7426,0.7009,0.7039,0.7095,0.6784,0.6916,0.7203,0.6923,0.7127,0.7774,0.753,0.6291,0.653,0.865,0.7032,0.4607,0.2309
