,Mode,balanced_accuracy,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70
0,Avg Sum,0.9565712489912471,0.9452591567727402,0.9636913388974961,0.9679279539342742,0.9308523409363746,0.9327982633509853,0.9701630350594128,0.9782464870103247,0.7541720154043645,0.8928178795958,0.9223934195660695,0.9647717537451066,0.9823512147203987,0.9863330957955818,0.9839112903225806,0.9859521993389271,0.9747126436781609
1,Top 1,0.9565712489912471,0.9452591567727402,0.9636913388974961,0.9679279539342742,0.9308523409363746,0.9327982633509853,0.9701630350594128,0.9782464870103247,0.7541720154043645,0.8928178795958,0.9223934195660695,0.9647717537451066,0.9823512147203987,0.9863330957955818,0.9839112903225806,0.9859521993389271,0.9747126436781609
