,Mode,balanced_accuracy,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70
0,Avg Sum,0.9534176587407768,0.9586927530006444,0.9419705576934824,0.945891763776417,0.9550870348139255,0.9380839325246386,0.9670083318973994,0.9736805322598681,0.7696833547282842,0.9325466574503802,0.9276561527287819,0.9553368513737015,0.9737222375293497,0.9678687773592589,0.9789112903225806,0.9727943046020849,0.9747126436781609
1,Top 1,0.9516574920102492,0.9496437853488306,0.9432297132956836,0.949281362524499,0.953671468587435,0.9326254912431822,0.9697339954293791,0.9700557232845055,0.7737483953786906,0.9238965142687865,0.9272973300131424,0.9560225122853777,0.9668542455316498,0.9701720452000406,0.9755779569892473,0.9815662344266463,0.9747126436781609
