datasource,accuracy,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70,Male,Female,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern,Race Gap
laion2b_s32b_b79k,0.692,0.6583,0.6652,0.729,0.6973,0.6931,0.6948,0.6696,0.6604,0.7203,0.6846,0.7003,0.7413,0.8096,0.4861,0.6933,0.8715,0.7005,0.4591,0.2211
