datasource,accuracy,0-2,3-9,10-19,20-29,30-39,40-49,50-59,60-69,more than 70,Male,Female,East Asian,White,Latino_Hispanic,Southeast Asian,Black,Indian,Middle Eastern,Race Gap
laion2b_s34b_b88k,0.6824,0.6281,0.6475,0.7096,0.6833,0.694,0.6925,0.6621,0.6667,0.7119,0.673,0.6929,0.631,0.7276,0.4763,0.7689,0.8676,0.7164,0.5649,0.2027
